"origin","year","month","day","hour","arr_delay","carrier","flight","tailnum","dest","air_time","distance","minute","wind_dir","wind_speed","wind_gust","precip","pressure","visib"
"EWR",2017,5,13,7,7,"EV",4341,"N18556","SAV",118,708,49,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-35,"UA",508,"N12114","IAH",186,1400,45,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-8,"UA",1913,"N518UA","LAX",330,2454,0,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-13,"B6",1973,"N806JB","TPA",147,997,0,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-29,"WN",3717,"N459WN","STL",114,872,35,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-4,"UA",61,"N657UA","HNL",617,4962,50,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-28,"AA",2316,"N3HYAA","ORD",108,719,0,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,14,"WN",2934,"N8619F","SJU",228,1608,15,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,13,"UA",497,"N775UA","SFO",320,2565,55,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-9,"B6",1289,"N529JB","SJU",197,1608,0,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,91,"UA",703,"N13110","LAX",310,2454,55,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,4,"UA",1935,"N428UA","TPA",144,997,22,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,7,-39,"UA",581,"N431UA","PHX",275,2133,0,100,6.90468,7.9457676504,0.01,1014.4,10
"EWR",2017,5,13,8,18,"VX",161,"N842VA","LAX",307,2454,0,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-18,"EV",4010,"N13992","SDF",103,642,55,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-32,"DL",2306,"N949AT","MSP",141,1008,30,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-29,"EV",3892,"N27190","ROC",41,246,24,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-12,"UA",1939,"N29124","MCO",138,937,39,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-8,"UA",699,"N424UA","FLL",151,1065,30,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-9,"EV",4458,"N13553","IND",103,645,30,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-18,"UA",1523,"N76055","SJU",185,1608,10,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-14,"B6",2280,"N306JB","BOS",42,200,14,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,37,"UA",378,"N14731","MYR",87,550,7,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-7,"EV",3810,"N12167","DCA",40,199,38,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-11,"EV",4160,"N15910","BUF",46,282,5,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,0,"UA",637,"N505UA","SFO",337,2565,30,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-11,"UA",1139,"N76519","PBI",144,1023,19,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-25,"UA",1078,"N443UA","IAH",186,1400,50,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-2,"UA",2406,"N24729","TYS",96,631,33,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,138,"AA",1346,"N3PCAA","CLT",91,529,15,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,4,"B6",5,"N587JB","FLL",154,1065,0,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-23,"UA",282,"N773UA","DEN",201,1605,0,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-22,"UA",1753,"N78511","CLE",59,404,0,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-20,"UA",977,"N794UA","ORD",101,719,30,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,20,"EV",3868,"N13988","RIC",57,277,10,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,5,13,8,-18,"EV",3861,"N14558","MEM",140,946,37,110,6.90468,7.9457676504,0.03,1014,10
"EWR",2017,6,19,18,150,"AA",901,"N3GPAA","DFW",186,1372,10,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,181,"UA",341,"N38268","IAH",183,1400,0,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,308,"UA",1893,"N17730","CLE",62,404,2,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,194,"WN",1840,"N8614M","DEN",226,1605,50,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,311,"UA",1417,"N68891","MCO",137,937,50,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,109,"UA",2015,"N68880","ORD",108,719,26,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,111,"UA",450,"N63899","SAT",204,1569,41,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,232,"B6",1973,"N503JB","TPA",145,997,46,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,225,"AS",773,"N564AS","SAN",319,2425,59,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,201,"B6",1005,"N763JB","FLL",142,1065,47,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,237,"UA",1551,"N434UA","PDX",331,2434,50,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,260,"DL",2398,"N979DL","ATL",109,746,50,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,18,333,"UA",1880,"N491UA","MIA",164,1085,35,200,29.92028,34.4316598184,0,1007.1,10
"EWR",2017,6,19,19,242,"UA",1611,"N27477","PHX",278,2133,16,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,-4,"UA",607,"N37437","ATL",105,746,45,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,28,"UA",1998,"N77518","DFW",176,1372,5,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,299,"UA",1003,"N14237","RSW",149,1068,29,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,263,"UA",2411,"N37471","SMF",332,2500,55,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,236,"B6",127,"N663JB","MCO",139,937,34,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,148,"UA",543,"N38417","SAN",306,2425,31,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,18,"UA",936,"N25201","SEA",327,2402,23,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,218,"UA",1640,"N455UA","TPA",138,997,5,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,236,"UA",602,"N38458","SLC",295,1969,21,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,42,"UA",2006,"N518UA","SFO",334,2565,16,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,176,"UA",1546,"N77537","CLT",92,529,44,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,78,"DL",668,"N947AT","MSP",140,1008,24,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,240,"DL",2142,"N965AT","ATL",109,746,54,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,19,19,210,"UA",1924,"N410UA","LAS",291,2227,39,200,19.56326,22.5130083428,0,1007.1,9
"EWR",2017,6,20,10,4,"UA",832,"N16709","FLL",156,1065,51,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,-1,"AA",413,"N657AA","PHX",278,2133,20,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,-7,"NK",149,"N670NK","MCO",131,937,15,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,15,"UA",1179,"N488UA","LAS",286,2227,26,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,16,"WN",3649,"N294WN","AUS",213,1504,55,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,41,"UA",1422,"N33262","BOS",39,200,24,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,-3,"UA",1140,"N33209","ATL",113,746,35,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,18,"UA",1149,"N466UA","IAD",54,212,28,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,16,"AA",1808,"N117AA","CLT",82,529,17,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,8,"UA",1262,"N17128","DEN",219,1605,35,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,-7,"EV",4345,"N14542","CLE",67,404,30,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,10,1,"UA",1818,"N27213","ORD",116,719,5,230,9.20624,10.5943568672,0,1011.2,10
"EWR",2017,6,20,11,6,"UA",663,"N76508","IAH",184,1400,0,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-8,"AA",2338,"N3DUAA","CLT",84,529,35,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-7,"VX",187,"N632VA","SFO",338,2565,0,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,42,"EV",4082,"N16541","CHA",115,718,49,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-9,"UA",1878,"N518UA","SFO",333,2565,0,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,13,"B6",211,"N552JB","RSW",161,1068,54,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-2,"EV",4391,"N12195","PWM",46,284,40,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,41,"EV",4135,"N48901","DCA",43,199,39,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,4,"EV",3815,"N11565","CMH",80,463,25,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,43,"B6",327,"N834JB","MCO",139,937,43,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,1,"WN",3546,"N434WN","SAN",320,2425,45,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-22,"DL",2343,"N936AT","ATL",109,746,0,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,3,"UA",1102,"N37419","SJU",202,1608,35,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-13,"UA",1527,"N12125","MCO",131,937,21,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-11,"DL",2339,"N974AT","MSP",149,1008,20,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,-1,"UA",1890,"N34282","TPA",143,997,30,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,17,"EV",4005,"N36915","BGR",58,393,5,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,26,"B6",2380,"N328JB","BOS",39,200,16,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,11,0,"OO",3033,"N718SK","ORD",117,719,5,230,12.65858,14.5672406924,0,1011.7,10
"EWR",2017,6,20,12,-10,"UA",1505,"N69888","DEN",224,1605,10,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-17,"UA",1642,"N455UA","CLT",82,529,45,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-6,"DL",395,"N905DL","ATL",110,746,30,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-26,"NK",523,"N642NK","FLL",139,1065,0,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-9,"EV",4034,"N14907","GRR",102,605,5,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,2,"UA",1298,"N75426","SEA",336,2402,40,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-1,"WN",3477,"N746SW","OAK",347,2555,30,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,16,"UA",2045,"N37456","BOS",39,200,17,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,15,"WN",2198,"N725SW","MDW",113,711,20,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-12,"EV",3786,"N14180","BUF",51,282,5,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-20,"UA",1877,"N29717","SNA",322,2434,57,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-16,"VX",165,"N843VA","LAX",318,2454,30,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-19,"UA",912,"N33103","SFO",340,2565,40,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,0,"UA",755,"N39475","ORD",121,719,20,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,16,"WN",3271,"N269WN","DEN",231,1605,40,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-10,"UA",1960,"N596UA","LAX",315,2454,0,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-5,"UA",425,"N404UA","DFW",185,1372,45,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-6,"EV",3794,"N11548","ORF",49,284,41,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-13,"UA",1191,"N13720","CHS",101,628,5,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,-10,"AA",1455,"N3LAAA","DFW",182,1372,50,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,7,"UA",343,"N24224","PBI",151,1023,2,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,12,21,"EV",4304,"N12569","BNA",137,748,11,250,14.96014,17.2158299092,0,1012,10
"EWR",2017,6,20,13,-22,"EV",3989,"N17196","BTV",42,266,5,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-4,"B6",2480,"N267JB","BOS",44,200,23,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,29,"AA",1614,"N3FTAA","MIA",166,1085,20,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-1,"UA",1055,"N76504","AUS",208,1504,55,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,7,"EV",4063,"N13988","PVD",32,160,25,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-11,"UA",1105,"N37267","MIA",158,1085,30,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-5,"EV",3808,"N11547","ROC",46,246,50,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,10,"UA",1970,"N482UA","ATL",108,746,55,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-5,"EV",3829,"N13978","BUF",49,282,30,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-13,"UA",1991,"N77518","TPA",148,997,30,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,43,"AA",2056,"N118AA","CLT",82,529,10,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-18,"NK",791,"N658NK","MYR",83,550,40,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,9,"UA",1928,"N465UA","RDU",63,416,30,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-23,"EV",3803,"N12567","ALB",33,143,35,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,151,"B6",1527,"N625JB","MCO",126,937,19,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-2,"AA",1072,"N3KPAA","PHX",284,2133,40,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-8,"DL",2487,"N910AT","ATL",112,746,28,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,-11,"UA",991,"N17105","MCO",136,937,56,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,13,10,"UA",1978,"N14118","SFO",337,2565,45,230,16.11092,18.5401245176,0,1012.4,10
"EWR",2017,6,20,14,-9,"UA",100,"N440UA","AVL",89,583,56,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,-8,"DL",673,"N949AT","ATL",111,746,39,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,127,"UA",1783,"N476UA","TPA",133,997,40,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,8,"B6",543,"N594JB","PBI",148,1023,55,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,16,"UA",1563,"N432UA","MSY",160,1167,50,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,9,"UA",369,"N26123","ORD",125,719,45,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,28,"UA",1446,"N11206","ATL",122,746,51,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,-12,"UA",730,"N19130","MCO",135,937,40,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,19,"UA",1165,"N17104","LAX",314,2454,20,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,87,"B6",2027,"N706JB","MCO",136,937,59,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,8,"EV",4091,"N13908","CAK",66,382,20,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,73,"OO",3056,"N776SK","ORD",153,719,15,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,-23,"UA",1790,"N402UA","FLL",155,1065,59,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,-6,"AA",2376,"N3NTAA","DFW",185,1372,30,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,11,"UA",1201,"N13248","CLE",62,404,59,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,27,"EV",3795,"N14158","PWM",45,284,40,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,14,0,"WN",270,"N7884G","FLL",155,1065,0,250,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,20,"UA",239,"N33262","BNA",108,748,50,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-18,"NK",525,"N661NK","FLL",143,1065,25,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,23,"EV",4294,"N17115","SAV",107,708,15,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,18,"UA",604,"N24715","MSP",143,1008,0,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,55,"EV",4377,"N11548","JAX",124,820,35,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,55,"UA",1244,"N18119","LAX",324,2454,0,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,20,"UA",2429,"N62894","DEN",229,1605,40,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,25,"UA",1992,"N466UA","IAD",38,212,5,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-22,"UA",212,"N67134","SFO",348,2565,35,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-21,"UA",1538,"N414UA","PBI",141,1023,25,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-12,"EV",4335,"N17984","BTV",45,266,10,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,52,"WN",985,"N928WN","MDW",146,711,10,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-14,"UA",1596,"N62889","LAS",297,2227,40,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-18,"AS",53,"N433AS","PDX",334,2434,51,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-4,"UA",800,"N589UA","SFO",339,2565,0,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,26,"EV",4284,"N11539","DCA",41,199,5,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,31,"UA",1712,"N36247","MCO",138,937,40,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-10,"AA",1564,"N3DGAA","CLT",82,529,31,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-13,"UA",687,"N653UA","IAH",185,1400,40,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,94,"B6",305,"N508JB","FLL",149,1065,40,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-8,"EV",3944,"N17560","RIC",50,277,10,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-19,"UA",568,"N37434","ATL",111,746,50,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-3,"UA",1866,"N78509","DFW",179,1372,45,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,15,-16,"UA",1202,"N33284","BOS",45,200,20,260,14.96014,17.2158299092,0,1012.8,10
"EWR",2017,6,20,5,93,"B6",27,"N645JB","MCO",136,937,44,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,5,5,"WN",2164,"N747SA","MDW",117,711,50,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,5,4,"UA",487,"N66841","DEN",218,1605,0,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,5,-11,"UA",1741,"N69816","ORD",114,719,15,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,5,3,"AA",1924,"N650AA","CLT",82,529,4,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,5,-7,"UA",1848,"N598UA","SFO",339,2565,40,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,5,-15,"UA",1161,"N17753","IAH",182,1400,35,200,5.7539,6.621473042,0.02,1010.4,10
"EWR",2017,6,20,6,-3,"AA",1301,"N3FMAA","MIA",158,1085,0,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-7,"UA",2016,"N16709","BOS",35,200,50,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-15,"UA",1162,"N76502","RDU",69,416,19,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-17,"AS",31,"N268AK","SEA",329,2402,40,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,1,"UA",758,"N14106","LAX",323,2454,30,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,17,"B6",1143,"N612JB","PBI",165,1023,20,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-3,"AA",1938,"N654AA","CLT",85,529,39,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-17,"EV",4106,"N36915","ORF",51,284,5,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-12,"WN",1752,"N709SW","IND",104,645,30,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-11,"UA",2041,"N76504","PBI",134,1023,20,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,17,"DL",2360,"N332NB","MSP",178,1008,15,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-13,"UA",2415,"N75432","PDX",331,2434,50,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,213,"UA",1290,"N476UA","FLL",160,1065,21,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,6,"UA",1784,"N19130","MCO",129,937,35,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-12,"EV",4380,"N17560","GSO",76,445,20,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,35,"UA",581,"N68801","PHX",281,2133,41,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-19,"UA",443,"N33284","DFW",186,1372,17,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-2,"B6",1505,"N625JB","FLL",154,1065,0,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,2,"DL",575,"N987DL","ATL",113,746,0,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,111,"UA",1483,"N595UA","SFO",325,2565,20,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-20,"AA",2321,"N3GHAA","DFW",186,1372,20,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,91,"DL",2077,"N989AT","DTW",80,488,0,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,1,"UA",241,"N449UA","ATL",106,746,35,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,7,"EV",4210,"N13566","MEM",155,946,20,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-13,"UA",510,"N446UA","SEA",338,2402,0,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-2,"UA",2001,"N37267","ORD",113,719,35,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,-17,"UA",1115,"N66825","LAS",296,2227,5,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,6,30,"UA",2037,"N77261","IAH",190,1400,40,230,9.20624,10.5943568672,0,1010.9,10
"EWR",2017,6,20,7,5,"UA",809,"N510UA","SFO",333,2565,25,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,-1,"UA",1939,"N62894","MCO",141,937,59,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,-5,"AA",2316,"N3GEAA","ORD",119,719,0,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,71,"UA",475,"N482UA","ATL",106,746,30,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,-6,"UA",1753,"N29717","CLE",68,404,55,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,44,"UA",1587,"N76515","RSW",164,1068,55,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,2,"UA",1591,"N78509","MIA",159,1085,25,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,-10,"UA",1797,"N68821","TPA",137,997,20,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,-11,"DL",1377,"N3749D","SLC",275,1969,15,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,160,"UA",699,"N68453","FLL",152,1065,33,230,6.90468,7.9457676504,0,1010.2,10
"EWR",2017,6,20,7,14,"UA",2394,"N34222","SAN",310,2425,25,230,6.90468,7.9457676504,0,1010.2,10
